lad11cd,lad11nm,lsoa11,2014_15
E09000032,Wandsworth,E01004525,42
E09000032,Wandsworth,E01004526,23
E09000032,Wandsworth,E01004527,32
E09000032,Wandsworth,E01004528,28
E09000032,Wandsworth,E01004529,29
E09000032,Wandsworth,E01004530,33
E09000032,Wandsworth,E01004531,25
E09000032,Wandsworth,E01004532,39
E09000032,Wandsworth,E01004533,19
E09000032,Wandsworth,E01004534,49
E09000032,Wandsworth,E01004535,34
E09000032,Wandsworth,E01004536,20
E09000032,Wandsworth,E01004537,19
E09000032,Wandsworth,E01004538,36
E09000032,Wandsworth,E01004539,23
E09000032,Wandsworth,E01004540,33
E09000032,Wandsworth,E01004541,21
E09000032,Wandsworth,E01004542,21
E09000032,Wandsworth,E01004543,28
E09000032,Wandsworth,E01004544,39
E09000032,Wandsworth,E01004545,16
E09000032,Wandsworth,E01004546,26
E09000032,Wandsworth,E01004547,25
E09000032,Wandsworth,E01004548,25
E09000032,Wandsworth,E01004549,31
E09000032,Wandsworth,E01004550,31
E09000032,Wandsworth,E01004551,14
E09000032,Wandsworth,E01004552,28
E09000032,Wandsworth,E01004553,30
E09000032,Wandsworth,E01004554,39
E09000032,Wandsworth,E01004555,31
E09000032,Wandsworth,E01004556,36
E09000032,Wandsworth,E01004557,19
E09000032,Wandsworth,E01004558,35
E09000032,Wandsworth,E01004559,26
E09000032,Wandsworth,E01004560,35
E09000032,Wandsworth,E01004562,23
E09000032,Wandsworth,E01004563,37
E09000032,Wandsworth,E01004564,22
E09000032,Wandsworth,E01004565,25
E09000032,Wandsworth,E01004566,19
E09000032,Wandsworth,E01004567,36
E09000032,Wandsworth,E01004568,23
E09000032,Wandsworth,E01004569,21
E09000032,Wandsworth,E01004570,32
E09000032,Wandsworth,E01004571,12
E09000032,Wandsworth,E01004572,24
E09000032,Wandsworth,E01004573,18
E09000032,Wandsworth,E01004574,37
E09000032,Wandsworth,E01004575,21
E09000032,Wandsworth,E01004576,26
E09000032,Wandsworth,E01004577,25
E09000032,Wandsworth,E01004579,33
E09000032,Wandsworth,E01004580,27
E09000032,Wandsworth,E01004581,19
E09000032,Wandsworth,E01004582,21
E09000032,Wandsworth,E01004583,14
E09000032,Wandsworth,E01004584,33
E09000032,Wandsworth,E01004585,29
E09000032,Wandsworth,E01004586,27
E09000032,Wandsworth,E01004587,23
E09000032,Wandsworth,E01004588,29
E09000032,Wandsworth,E01004589,21
E09000032,Wandsworth,E01004590,27
E09000032,Wandsworth,E01004591,22
E09000032,Wandsworth,E01004592,21
E09000032,Wandsworth,E01004593,39
E09000032,Wandsworth,E01004594,27
E09000032,Wandsworth,E01004595,40
E09000032,Wandsworth,E01004596,29
E09000032,Wandsworth,E01004597,49
E09000032,Wandsworth,E01004598,50
E09000032,Wandsworth,E01004599,42
E09000032,Wandsworth,E01004600,52
E09000032,Wandsworth,E01004601,43
E09000032,Wandsworth,E01004602,24
E09000032,Wandsworth,E01004604,30
E09000032,Wandsworth,E01004605,34
E09000032,Wandsworth,E01004606,33
E09000032,Wandsworth,E01004607,26
E09000032,Wandsworth,E01004608,25
E09000032,Wandsworth,E01004609,27
E09000032,Wandsworth,E01004610,26
E09000032,Wandsworth,E01004611,29
E09000032,Wandsworth,E01004612,30
E09000032,Wandsworth,E01004613,28
E09000032,Wandsworth,E01004614,32
E09000032,Wandsworth,E01004615,37
E09000032,Wandsworth,E01004616,29
E09000032,Wandsworth,E01004617,27
E09000032,Wandsworth,E01004618,23
E09000032,Wandsworth,E01004619,15
E09000032,Wandsworth,E01004620,43
E09000032,Wandsworth,E01004621,20
E09000032,Wandsworth,E01004622,11
E09000032,Wandsworth,E01004623,40
E09000032,Wandsworth,E01004624,28
E09000032,Wandsworth,E01004625,12
E09000032,Wandsworth,E01004626,29
E09000032,Wandsworth,E01004627,27
E09000032,Wandsworth,E01004628,32
E09000032,Wandsworth,E01004629,19
E09000032,Wandsworth,E01004630,30
E09000032,Wandsworth,E01004631,16
E09000032,Wandsworth,E01004632,30
E09000032,Wandsworth,E01004633,23
E09000032,Wandsworth,E01004634,29
E09000032,Wandsworth,E01004635,31
E09000032,Wandsworth,E01004636,35
E09000032,Wandsworth,E01004637,18
E09000032,Wandsworth,E01004638,17
E09000032,Wandsworth,E01004639,32
E09000032,Wandsworth,E01004640,22
E09000032,Wandsworth,E01004641,19
E09000032,Wandsworth,E01004642,38
E09000032,Wandsworth,E01004643,25
E09000032,Wandsworth,E01004644,37
E09000032,Wandsworth,E01004645,29
E09000033,Westminster,E01004646,16
E09000033,Westminster,E01004647,24
E09000033,Westminster,E01004648,32
E09000033,Westminster,E01004649,17
E09000033,Westminster,E01004650,30
E09000033,Westminster,E01004651,34
E09000033,Westminster,E01004652,29
E09000033,Westminster,E01004653,39
E09000033,Westminster,E01004654,37
E09000033,Westminster,E01004656,43
E09000033,Westminster,E01004657,19
E09000033,Westminster,E01004658,13
E09000033,Westminster,E01004659,18
E09000033,Westminster,E01004660,25
E09000033,Westminster,E01004661,19
E09000033,Westminster,E01004662,15
E09000033,Westminster,E01004663,19
E09000033,Westminster,E01004665,14
E09000033,Westminster,E01004666,5
E09000033,Westminster,E01004667,14
E09000033,Westminster,E01004668,16
E09000033,Westminster,E01004669,13
E09000033,Westminster,E01004670,51
E09000033,Westminster,E01004674,27
E09000033,Westminster,E01004675,32
E09000033,Westminster,E01004676,31
E09000033,Westminster,E01004677,29
E09000033,Westminster,E01004678,28
E09000033,Westminster,E01004679,19
E09000033,Westminster,E01004680,15
E09000033,Westminster,E01004681,28
E09000033,Westminster,E01004682,10
E09000033,Westminster,E01004683,21
E09000033,Westminster,E01004684,18
E09000033,Westminster,E01004686,9
E09000033,Westminster,E01004687,11
E09000033,Westminster,E01004688,16
E09000033,Westminster,E01004689,18
E09000033,Westminster,E01004690,15
E09000033,Westminster,E01004691,18
E09000033,Westminster,E01004692,17
E09000033,Westminster,E01004693,19
E09000033,Westminster,E01004694,21
E09000033,Westminster,E01004695,13
E09000033,Westminster,E01004696,15
E09000033,Westminster,E01004697,22
E09000033,Westminster,E01004698,14
E09000033,Westminster,E01004699,22
E09000033,Westminster,E01004700,13
E09000033,Westminster,E01004701,31
E09000033,Westminster,E01004702,22
E09000033,Westminster,E01004703,40
E09000033,Westminster,E01004705,17
E09000033,Westminster,E01004706,39
E09000033,Westminster,E01004707,36
E09000033,Westminster,E01004708,31
E09000033,Westminster,E01004709,23
E09000033,Westminster,E01004710,25
E09000033,Westminster,E01004711,26
E09000033,Westminster,E01004712,18
E09000033,Westminster,E01004713,14
E09000033,Westminster,E01004714,26
E09000033,Westminster,E01004715,20
E09000033,Westminster,E01004716,14
E09000033,Westminster,E01004717,22
E09000033,Westminster,E01004718,28
E09000033,Westminster,E01004719,23
E09000033,Westminster,E01004720,31
E09000033,Westminster,E01004721,32
E09000033,Westminster,E01004722,31
E09000033,Westminster,E01004723,45
E09000033,Westminster,E01004724,14
E09000033,Westminster,E01004725,16
E09000033,Westminster,E01004726,18
E09000033,Westminster,E01004727,28
E09000033,Westminster,E01004728,20
E09000033,Westminster,E01004729,15
E09000033,Westminster,E01004730,23
E09000033,Westminster,E01004731,24
E09000033,Westminster,E01004732,18
E09000033,Westminster,E01004733,22
E09000033,Westminster,E01004734,17
E09000033,Westminster,E01004735,13
E09000033,Westminster,E01004736,16
E09000033,Westminster,E01004737,17
E09000033,Westminster,E01004738,12
E09000033,Westminster,E01004739,7
E09000033,Westminster,E01004740,10
E09000033,Westminster,E01004741,15
E09000033,Westminster,E01004742,14
E09000033,Westminster,E01004743,22
E09000033,Westminster,E01004744,23
E09000033,Westminster,E01004745,22
E09000033,Westminster,E01004746,13
E09000033,Westminster,E01004747,26
E09000033,Westminster,E01004748,9
E09000033,Westminster,E01004749,32
E09000033,Westminster,E01004750,14
E09000033,Westminster,E01004751,19
E09000033,Westminster,E01004752,23
E09000033,Westminster,E01004753,15
E09000033,Westminster,E01004754,27
E09000033,Westminster,E01004755,41
E09000033,Westminster,E01004756,33
E09000033,Westminster,E01004757,19
E09000033,Westminster,E01004760,24
E09000033,Westminster,E01004761,21
E09000033,Westminster,E01004762,20
E09000033,Westminster,E01004763,8
E09000033,Westminster,E01004765,24
E09000033,Westminster,E01032512,37
E09000033,Westminster,E01032513,11
E09000006,Bromley,E01032562,30
E09000006,Bromley,E01032563,12
E09000023,Lewisham,E01032564,24
E09000023,Lewisham,E01032565,24
E09000004,Bexley,E01032566,28
E09000011,Greenwich,E01032567,18
E09000006,Bromley,E01032568,16
E09000008,Croydon,E01032569,38
E09000006,Bromley,E01032570,21
E09000009,Ealing,E01032572,35
E09000018,Hounslow,E01032573,23
E09000010,Enfield,E01032574,45
E09000014,Haringey,E01032575,37
E09000015,Harrow,E01032576,25
E09000017,Hillingdon,E01032577,27
E09000023,Lewisham,E01032579,30
E09000002,Barking and Dagenham,E01032580,31
E09000026,Redbridge,E01032581,32
E09000022,Lambeth,E01032582,20
E09000028,Southwark,E01032583,22
E09000028,Southwark,E01032584,17
E09000029,Sutton,E01032623,7
E09000028,Southwark,E01032637,10
E09000028,Southwark,E01032638,11
E09000028,Southwark,E01032639,17
E09000028,Southwark,E01032640,17
E09000028,Southwark,E01032646,20
E09000028,Southwark,E01032719,25
E09000028,Southwark,E01032720,25
E09000028,Southwark,E01032722,35
E09000001,City of London,E01032739,11
E09000001,City of London,E01032740,7
E09000016,Havering,E01032741,20
E09000016,Havering,E01032742,33
E09000009,Ealing,E01032743,53
E09000009,Ealing,E01032744,18
E09000030,Tower Hamlets,E01032764,33
E09000030,Tower Hamlets,E01032765,28
E09000030,Tower Hamlets,E01032766,19
E09000030,Tower Hamlets,E01032767,17
E09000030,Tower Hamlets,E01032768,19
E09000030,Tower Hamlets,E01032769,30
E09000030,Tower Hamlets,E01032770,14
E09000030,Tower Hamlets,E01032771,29
E09000030,Tower Hamlets,E01032772,13
E09000030,Tower Hamlets,E01032773,36
E09000030,Tower Hamlets,E01032774,23
E09000030,Tower Hamlets,E01032775,29
E09000030,Tower Hamlets,E01032776,21
E09000030,Tower Hamlets,E01032777,27
E09000030,Tower Hamlets,E01032778,13
E09000030,Tower Hamlets,E01032779,32
E09000030,Tower Hamlets,E01032780,29
E09000030,Tower Hamlets,E01032781,29
E09000030,Tower Hamlets,E01032782,28
E09000030,Tower Hamlets,E01032783,17
E09000030,Tower Hamlets,E01032784,32
E09000030,Tower Hamlets,E01032785,39
E09000030,Tower Hamlets,E01032786,27
E09000030,Tower Hamlets,E01032787,38
E09000013,Hammersmith and Fulham,E01032788,12
E09000013,Hammersmith and Fulham,E01032789,29
E09000013,Hammersmith and Fulham,E01032790,23
E09000028,Southwark,E01032803,18
E09000028,Southwark,E01032805,45
E09000028,Southwark,E01032834,15
E09000018,Hounslow,E01033000,37
E09000018,Hounslow,E01033030,43
E09000018,Hounslow,E01033081,18
E09000018,Hounslow,E01033082,23
E09000018,Hounslow,E01033083,50
E09000018,Hounslow,E01033084,39
E09000014,Haringey,E01033085,23
E09000014,Haringey,E01033086,17
E09000032,Wandsworth,E01033093,41
E09000032,Wandsworth,E01033098,19
E09000032,Wandsworth,E01033099,20
E09000032,Wandsworth,E01033100,13
E09000032,Wandsworth,E01033101,39
E09000032,Wandsworth,E01033132,14
E09000032,Wandsworth,E01033133,17
E09000032,Wandsworth,E01033135,23
E09000010,Enfield,E01033146,40
E09000010,Enfield,E01033148,33
E09000010,Enfield,E01033150,45
E09000010,Enfield,E01033151,31
E09000031,Waltham Forest,E01033153,60
E09000022,Lambeth,E01033207,18
E09000022,Lambeth,E01033208,45
E09000023,Lewisham,E01033320,26
E09000023,Lewisham,E01033322,24
E09000023,Lewisham,E01033324,28
E09000023,Lewisham,E01033325,23
E09000023,Lewisham,E01033327,25
E09000023,Lewisham,E01033341,31
E09000005,Brent,E01033424,32
E09000005,Brent,E01033455,24
E09000005,Brent,E01033456,46
E09000005,Brent,E01033457,43
E09000005,Brent,E01033463,36
E09000005,Brent,E01033464,53
E09000005,Brent,E01033485,35
E09000019,Islington,E01033486,12
E09000019,Islington,E01033487,26
E09000019,Islington,E01033488,17
E09000019,Islington,E01033489,18
E09000019,Islington,E01033490,11
E09000019,Islington,E01033491,34
E09000019,Islington,E01033492,45
E09000019,Islington,E01033493,26
E09000019,Islington,E01033494,31
E09000021,Kingston upon Thames,E01033568,50
E09000021,Kingston upon Thames,E01033569,28
E09000027,Richmond upon Thames,E01033570,32
E09000027,Richmond upon Thames,E01033571,16
E09000003,Barnet,E01033572,45
E09000003,Barnet,E01033573,28
E09000025,Newham,E01033574,22
E09000025,Newham,E01033575,13
E09000025,Newham,E01033576,21
E09000025,Newham,E01033577,19
E09000025,Newham,E01033578,31
E09000025,Newham,E01033579,24
E09000025,Newham,E01033580,28
E09000025,Newham,E01033581,46
E09000025,Newham,E01033582,34
E09000025,Newham,E01033583,126
E09000025,Newham,E01033584,35
E09000025,Newham,E01033585,44
E09000025,Newham,E01033586,29
E09000002,Barking and Dagenham,E01033587,56
E09000002,Barking and Dagenham,E01033588,60
E09000026,Redbridge,E01033589,49
E09000026,Redbridge,E01033590,25
E09000026,Redbridge,E01033591,50
E09000026,Redbridge,E01033592,32
E09000033,Westminster,E01033593,22
E09000033,Westminster,E01033594,16
E09000033,Westminster,E01033595,9
E09000033,Westminster,E01033596,1
E09000033,Westminster,E01033597,13
E09000033,Westminster,E01033598,19
E09000033,Westminster,E01033599,10
E09000033,Westminster,E01033600,17
E09000033,Westminster,E01033601,14
E09000033,Westminster,E01033602,22
E09000033,Westminster,E01033603,18
E09000033,Westminster,E01033604,13
E09000033,Westminster,E01033605,27
E09000033,Westminster,E01033606,15
E09000033,Westminster,E01033607,10
E09000033,Westminster,E01033608,17
E09000012,Hackney,E01033698,14
E09000012,Hackney,E01033699,17
E09000012,Hackney,E01033700,19
E09000012,Hackney,E01033701,46
E09000012,Hackney,E01033702,32
E09000012,Hackney,E01033703,19
E09000012,Hackney,E01033704,37
E09000012,Hackney,E01033705,20
E09000012,Hackney,E01033706,22
E09000012,Hackney,E01033707,21
E09000012,Hackney,E01033708,9
E09000012,Hackney,E01033709,23
E09000012,Hackney,E01033710,28
E09000012,Hackney,E01033711,8
E09000012,Hackney,E01033712,31
E09000012,Hackney,E01033713,18
E09000017,Hillingdon,E01033724,52
E09000017,Hillingdon,E01033725,50
E09000011,Greenwich,E01033726,64
E09000011,Greenwich,E01033727,44
E09000011,Greenwich,E01033728,41
E09000011,Greenwich,E01033729,27
E09000011,Greenwich,E01033730,31
E09000011,Greenwich,E01033731,44
E09000011,Greenwich,E01033732,18
E09000011,Greenwich,E01033733,29
E09000011,Greenwich,E01033734,34
E09000011,Greenwich,E01033735,40
E09000011,Greenwich,E01033736,13
E09000011,Greenwich,E01033737,29
E09000011,Greenwich,E01033738,36
E09000011,Greenwich,E01033739,48
E09000011,Greenwich,E01033740,41
E09000011,Greenwich,E01033741,43
E09000011,Greenwich,E01033742,38
E09000011,Greenwich,E01033743,30
E09000011,Greenwich,E01033744,38
E09000011,Greenwich,E01033745,36
E09000011,Greenwich,E01033746,27
